ChronicFactKey,LocationKey,YearKey,IndicatorKey,StratificationKey,DataValue,DataValueAlt,LowConfidenceLimit,HighConfidenceLimit
82625,51,2,196,9,35.8000,35.8000,29.9000,42.0000
82626,51,2,77,9,20.8000,20.8000,17.0000,25.3000
82627,32,2,170,9,3.6700,3.6700,2.3200,5.0100
82628,27,2,70,9,16.9000,16.9000,9.5000,28.3000
82629,51,2,150,9,90.4000,90.4000,71.2000,109.6000
82630,22,2,123,9,69.6000,69.6000,58.6000,78.7000
82631,3,2,121,9,21.8000,21.8000,16.5000,28.3000
82632,38,2,83,9,12.5000,12.5000,7.5000,20.0000
82633,27,2,153,9,27.4000,27.4000,16.9000,41.2000
82634,26,2,201,9,31.9000,31.9000,23.0000,42.2000
82635,27,2,155,9,39.6000,39.6000,29.7000,50.3000
82636,26,2,117,9,43.9000,43.9000,33.8000,54.4000
82637,38,2,174,9,34.6000,34.6000,30.0000,39.5000
82638,12,2,10,1,3.1000,3.1000,1.9000,5.1000
82639,1,2,116,1,38.0000,38.0000,28.8000,48.2000
82640,39,2,12,1,100.0000,100.0000,,
82641,54,2,38,1,91.6000,91.6000,79.4000,96.8000
82642,1,2,81,1,471.0000,471.0000,,
82643,14,2,68,1,.0000,.0000,,
82644,53,2,26,1,78.2000,78.2000,65.6000,87.1000
82645,1,2,188,1,33.3000,33.3000,25.4000,42.3000
82646,42,2,86,1,39.7000,39.7000,23.9000,58.0000
82647,42,2,190,1,34.1000,34.1000,25.6000,44.7000
82648,42,2,188,1,22.7000,22.7000,13.9000,34.9000
82649,10,2,152,1,1.4000,1.4000,.7000,2.1000
82650,4,2,161,1,10.4000,10.4000,7.7000,13.9000
82651,4,2,122,1,3.1000,3.1000,2.5000,4.0000
82652,36,2,80,1,25.4000,25.4000,21.3000,29.5000
82653,4,2,53,1,7.3000,7.3000,4.8000,10.9000
82654,4,2,194,1,96.3000,96.3000,92.0000,98.3000
82655,36,2,195,1,5.5000,5.5000,3.0000,9.6000
82656,4,2,23,1,44.8000,44.8000,30.9000,59.6000
82657,4,2,188,1,29.9000,29.9000,25.5000,34.6000
82658,36,2,65,1,54.1000,54.1000,44.7000,63.3000
82659,4,2,103,1,6.6000,6.6000,4.3000,10.0000
82660,36,2,75,1,19.9000,19.9000,16.2000,23.5000
82661,41,2,78,1,49.3000,49.3000,34.3000,68.6000
82662,40,2,180,1,76.0000,76.0000,64.5000,84.7000
82663,55,2,70,1,.0000,.0000,.0000,.0000
82664,20,2,185,1,107.5000,107.5000,73.5000,151.8000
82665,46,2,47,1,30.0000,30.0000,,
82666,55,2,10,1,3.7000,3.7000,.5000,22.2000
82667,40,2,76,1,100.3000,100.3000,97.7000,102.9000
82668,41,2,26,1,60.4000,60.4000,45.9000,73.3000
82669,20,2,100,1,16.7000,16.7000,6.4000,36.8000
82670,46,2,203,1,18.0000,18.0000,12.6000,25.2000
82671,40,2,15,1,16.8000,16.8000,10.3000,26.1000
82672,41,2,5,1,20.3000,20.3000,14.6000,27.4000
82673,20,2,92,1,20.0000,20.0000,,
82674,40,2,73,1,37.7000,37.7000,23.0000,55.1000
82675,40,2,55,1,12.2000,12.2000,9.9000,15.0000
82676,55,2,47,1,47.0000,47.0000,,
82677,40,2,56,1,13.4000,13.4000,10.8000,16.5000
82678,41,2,190,1,39.5000,39.5000,27.6000,54.6000
82679,46,2,80,1,45.1000,45.1000,27.9000,68.9000
82680,20,2,142,1,61.0000,61.0000,36.1000,96.3000
82681,40,2,32,1,75.0000,75.0000,67.0000,81.6000
82682,41,2,40,1,65.1000,65.1000,52.0000,76.3000
82683,40,2,47,1,5887.0000,5887.0000,,
82684,40,2,145,1,1525.0000,1525.0000,,
82685,55,2,119,1,24.0000,24.0000,11.0000,44.7000
82686,41,2,131,1,51.1000,51.1000,36.6000,65.4000
82687,40,2,108,1,65.4000,65.4000,63.3000,67.4000
82688,40,2,169,1,3.0000,3.0000,1.7000,5.3000
82689,20,2,47,1,35.0000,35.0000,,
82690,46,2,70,1,5.0000,5.0000,2.1000,11.7000
82691,55,2,154,1,3.9000,3.9000,.5000,23.3000
82692,41,2,122,1,1.5000,1.5000,1.0000,2.4000
82693,20,2,140,1,25.3000,25.3000,7.0000,60.2000
82694,46,2,94,1,30.6000,30.6000,16.9000,48.9000
82695,55,2,76,1,65.2000,65.2000,47.9000,86.8000
82696,41,2,150,1,44.5000,44.5000,35.6000,53.3000
82697,46,2,194,1,74.1000,74.1000,54.5000,87.2000
82698,40,2,105,1,3.4000,3.4000,2.9000,3.8000
82699,41,2,116,1,38.8000,38.8000,29.5000,48.8000
82700,41,2,185,1,74.7000,74.7000,63.1000,86.4000
82701,41,2,92,1,106.0000,106.0000,,
82702,41,2,10,1,3.5000,3.5000,.9000,13.3000
82703,46,2,10,1,10.1000,10.1000,5.5000,18.0000
82704,40,2,167,1,2361.0000,2361.0000,,
82705,55,2,38,1,79.3000,79.3000,64.7000,88.9000
82706,41,2,120,1,63.8000,63.8000,48.3000,76.9000
82707,34,2,122,1,2.7000,2.7000,2.1000,3.5000
82708,11,2,117,1,23.1000,23.1000,12.6000,38.5000
82709,29,2,94,1,24.4000,24.4000,18.8000,31.0000
82710,13,2,12,1,95.2000,95.2000,72.9000,99.3000
82711,13,2,65,1,57.8000,57.8000,47.9000,67.1000
82712,30,2,168,1,30.8000,30.8000,19.6000,44.7000
82713,30,2,185,1,68.6000,68.6000,62.0000,75.1000
82714,34,2,143,1,56.0000,56.0000,50.4000,61.5000
82715,30,2,78,1,53.6000,53.6000,43.6000,63.6000
82716,40,2,196,1,9.5000,9.5000,7.3000,12.3000
82717,29,2,68,1,2.0000,2.0000,.7000,5.9000
82718,30,2,31,1,23.4000,23.4000,13.8000,36.8000
82719,21,2,38,1,85.5000,85.5000,79.9000,89.8000
82720,29,2,134,1,14.4000,14.4000,9.2000,21.8000
82721,40,2,138,1,.0000,.0000,.0000,.0000
82722,21,2,51,1,8.0000,8.0000,5.0000,12.5000
82723,34,2,68,1,4.0000,4.0000,1.1000,13.9000
82724,40,2,119,1,15.2000,15.2000,10.4000,21.7000
82725,34,2,172,1,17.8000,17.8000,16.0000,19.8000
82726,21,2,120,1,41.5000,41.5000,35.2000,48.2000
82727,34,2,151,1,12.2000,12.2000,10.6000,14.0000
82728,34,2,116,1,49.1000,49.1000,46.0000,52.1000
82729,34,2,75,1,87.4000,87.4000,79.4000,95.5000
82730,30,2,121,1,22.0000,22.0000,15.1000,30.8000
82731,13,2,118,1,21.4000,21.4000,14.8000,29.9000
82732,13,2,68,1,.0000,.0000,,
82733,28,2,188,1,25.4000,25.4000,15.2000,39.5000
82734,28,2,100,1,17.0000,17.0000,9.0000,29.9000
82735,34,2,185,1,90.0000,90.0000,84.3000,95.8000
82736,20,2,154,1,8.7000,8.7000,1.8000,33.4000
82737,20,2,108,1,41.2000,41.2000,25.1000,63.6000
82738,41,2,167,1,43.0000,43.0000,,
82739,40,2,168,1,42.2000,42.2000,36.0000,48.6000
82740,40,2,125,1,20.6000,20.6000,12.2000,32.6000
82741,41,2,186,1,32.9000,32.9000,21.2000,47.2000
82742,40,2,88,1,.7000,.7000,.6000,1.0000
82743,41,2,140,1,17.9000,17.9000,9.8000,30.2000
82744,46,2,86,1,35.5000,35.5000,21.0000,53.3000
82745,41,2,145,1,36.0000,36.0000,,
82746,40,2,161,1,11.5000,11.5000,9.0000,14.4000
82747,40,2,136,1,17.2000,17.2000,14.4000,20.5000
82748,28,2,122,1,3.3000,3.3000,2.5000,4.3000
82749,34,2,169,1,2.1000,2.1000,1.5000,2.9000
82750,33,2,26,1,74.0000,74.0000,60.1000,84.3000
82751,21,2,196,1,14.9000,14.9000,11.4000,19.2000
82752,13,2,134,1,20.8000,20.8000,14.2000,29.4000
82753,34,2,199,1,94.8000,94.8000,90.9000,97.0000
82754,29,2,203,1,12.7000,12.7000,7.6000,20.6000
82755,21,2,29,1,3.6000,3.6000,2.2000,5.7000
82756,40,2,113,1,8.1000,8.1000,6.0000,10.9000
82757,29,2,29,1,11.8000,11.8000,6.8000,19.9000
82758,21,2,195,1,8.0000,8.0000,5.0000,12.4000
82759,21,2,127,1,3.7000,3.7000,2.3000,5.9000
82760,28,2,154,1,1.2000,1.2000,.5000,2.6000
82761,33,2,140,1,17.6000,17.6000,13.3000,22.8000
82762,40,2,64,1,10.5000,10.5000,8.2000,13.2000
82763,34,2,50,1,14.4000,14.4000,12.8000,16.3000
82764,34,2,131,1,43.6000,43.6000,40.7000,46.6000
82765,11,2,131,1,38.8000,38.8000,26.5000,52.7000
82766,30,2,40,1,86.2000,86.2000,78.6000,91.4000
82767,11,2,26,1,80.9000,80.9000,65.6000,90.4000
82768,29,2,199,1,92.9000,92.9000,81.7000,97.5000
82769,13,2,100,1,3.9000,3.9000,.9000,15.8000
82770,33,2,196,1,14.6000,14.6000,8.4000,24.3000
82771,21,2,174,1,26.3000,26.3000,20.7000,32.8000
82772,29,2,201,1,14.7000,14.7000,11.1000,19.2000
82773,11,2,201,1,13.9000,13.9000,8.5000,21.8000
82774,29,2,116,1,26.4000,26.4000,19.7000,34.3000
82775,21,2,143,1,57.8000,57.8000,48.4000,66.8000
82776,21,2,121,1,32.9000,32.9000,27.4000,38.8000
82777,28,2,36,1,12.7000,12.7000,7.1000,21.7000
82778,40,2,118,1,18.3000,18.3000,15.3000,21.8000
82779,21,2,96,1,1.7000,1.7000,1.2000,2.1000
82780,29,2,13,1,95.6000,95.6000,91.6000,97.7000
82781,34,2,10,1,9.7000,9.7000,7.5000,12.4000
82782,29,2,188,1,31.1000,31.1000,23.3000,40.2000
82783,29,2,161,1,8.7000,8.7000,4.9000,15.2000
82784,21,2,141,1,5.0000,5.0000,4.5000,7.2000
82785,28,2,138,1,.6000,.6000,.3000,1.5000
82786,30,2,47,1,431.0000,431.0000,,
82787,34,2,124,1,4.0000,4.0000,3.1000,5.2000
82788,30,2,120,1,58.5000,58.5000,44.7000,71.1000
82789,29,2,120,1,51.1000,51.1000,41.6000,60.5000
82790,21,2,113,1,6.6000,6.6000,4.5000,9.6000
82791,51,2,153,1,25.3000,25.3000,15.0000,39.4000
82792,32,2,75,1,36.5000,36.5000,29.5000,44.8000
82793,18,2,86,1,45.7000,45.7000,39.3000,52.2000
82794,18,2,138,1,3.0000,3.0000,.5000,16.4000
82795,22,2,65,1,46.2000,46.2000,33.6000,59.4000
82796,18,2,203,1,16.1000,16.1000,8.8000,27.8000
82797,3,2,201,1,16.0000,16.0000,13.7000,18.7000
82798,18,2,155,1,12.1000,12.1000,7.3000,19.4000
82799,38,2,40,1,82.5000,82.5000,77.6000,86.5000
82800,18,2,134,1,13.0000,13.0000,8.4000,19.7000
82801,38,2,202,1,5.3000,5.3000,3.1000,9.0000
82802,38,2,155,1,10.5000,10.5000,7.1000,15.3000
82803,18,2,80,1,20.8000,20.8000,16.8000,24.9000
82804,18,2,167,1,79.0000,79.0000,,
82805,23,2,185,1,120.3000,120.3000,80.6000,172.8000
82806,22,2,58,1,19.4000,19.4000,11.5000,30.8000
82807,18,2,26,1,78.8000,78.8000,72.1000,84.3000
82808,3,2,122,1,2.6000,2.6000,1.8000,3.8000
82809,3,2,62,1,1.9000,1.9000,.9000,2.8000
82810,38,2,118,1,19.3000,19.3000,14.2000,25.7000
82811,22,2,201,1,22.9000,22.9000,15.0000,33.2000
82812,27,2,80,1,19.1000,19.1000,12.4000,28.2000
82813,26,2,138,1,.0000,.0000,.0000,.0000
82814,32,2,47,1,349.0000,349.0000,,
82815,38,2,122,1,2.9000,2.9000,2.2000,3.9000
82816,51,2,29,1,8.2000,8.2000,4.9000,13.4000
82817,24,2,40,1,76.4000,76.4000,66.2000,84.3000
82818,6,2,142,1,53.2000,53.2000,37.6000,73.0000
82819,52,2,185,1,73.7000,73.7000,67.2000,80.3000
82820,7,2,199,1,98.7000,98.7000,93.7000,99.7000
82821,43,2,77,1,23.6000,23.6000,15.7000,33.9000
82822,52,2,93,1,14.1000,14.1000,10.0000,19.3000
82823,7,2,47,1,56.0000,56.0000,,
82824,24,2,136,1,22.9000,22.9000,14.4000,34.4000
82825,43,2,138,1,1.3000,1.3000,.1000,11.6000
82826,6,2,80,1,15.8000,15.8000,10.4000,22.9000
82827,43,2,155,1,10.1000,10.1000,5.7000,17.2000
82828,43,2,81,1,31.0000,31.0000,,
82829,8,2,119,1,14.0000,14.0000,10.5000,18.5000
82830,38,2,47,1,274.0000,274.0000,,
82831,52,2,103,1,11.0000,11.0000,6.8000,17.2000
82832,46,2,81,1,21.0000,21.0000,,
82833,40,2,144,1,31.4000,31.4000,29.2000,33.6000
82834,40,2,150,1,57.9000,57.9000,56.2000,59.7000
82835,40,2,149,1,7.9000,7.9000,5.9000,10.6000
82836,20,2,70,1,14.1000,14.1000,4.4000,37.1000
82837,41,2,31,1,28.2000,28.2000,16.9000,43.2000
82838,20,2,38,1,73.4000,73.4000,43.8000,90.7000
82839,41,2,77,1,28.4000,28.4000,17.0000,43.5000
82840,41,2,154,1,5.8000,5.8000,1.6000,18.8000
82841,41,2,58,1,18.3000,18.3000,10.1000,30.8000
82842,40,2,93,1,31.9000,31.9000,29.7000,34.1000
82843,40,2,141,1,4.9000,4.9000,4.5000,5.8000
82844,41,2,142,1,47.3000,47.3000,38.1000,56.5000
82845,46,2,68,1,.0000,.0000,,
82846,40,2,29,1,5.3000,5.3000,3.7000,7.7000
82847,41,2,117,1,25.1000,25.1000,14.2000,40.6000
82848,41,2,119,1,19.2000,19.2000,9.5000,34.9000
82849,46,2,140,1,11.8000,11.8000,6.1000,21.5000
82850,41,2,80,1,40.5000,40.5000,32.6000,48.4000
82851,40,2,27,1,4.1000,4.1000,3.6000,4.6000
82852,40,2,142,1,52.1000,52.1000,50.5000,53.8000
82853,20,2,76,1,72.0000,72.0000,50.2000,100.2000
82854,20,2,201,1,18.0000,18.0000,12.5000,25.1000
82855,40,2,16,1,53.0000,53.0000,,
82856,40,2,72,1,81.8000,81.8000,72.5000,88.4000
82857,41,2,70,1,10.7000,10.7000,4.4000,24.1000
82858,20,2,203,1,27.3000,27.3000,9.3000,58.1000
82859,46,2,100,1,18.0000,18.0000,11.2000,27.5000
82860,41,2,75,1,17.3000,17.3000,12.5000,23.2000
82861,34,2,81,1,524.0000,524.0000,,
82862,30,2,93,1,18.8000,18.8000,13.9000,25.0000
82863,21,2,138,1,1.2000,1.2000,.4000,3.8000
82864,34,2,92,1,569.0000,569.0000,,
82865,28,2,167,1,90.0000,90.0000,,
82866,29,2,118,1,12.5000,12.5000,8.0000,19.0000
82867,34,2,29,1,8.3000,8.3000,6.9000,10.0000
82868,34,2,15,1,18.8000,18.8000,12.1000,28.0000
82869,11,2,116,1,33.9000,33.9000,21.4000,49.2000
82870,34,2,201,1,11.0000,11.0000,9.3000,12.8000
82871,40,2,174,1,45.8000,45.8000,41.5000,50.2000
82872,40,2,172,1,15.8000,15.8000,12.9000,19.2000
82873,21,2,172,1,24.4000,24.4000,19.0000,30.8000
82874,34,2,8,1,70.5000,70.5000,66.2000,74.4000
82875,21,2,160,1,11.4000,11.4000,8.4000,15.3000
82876,13,2,53,1,12.7000,12.7000,7.3000,21.1000
82877,40,2,9,1,4.6000,4.6000,3.3000,6.4000
82878,40,2,100,1,12.2000,12.2000,7.1000,20.3000
82879,30,2,108,1,44.7000,44.7000,39.4000,50.1000
82880,40,2,8,1,64.6000,64.6000,50.9000,76.3000
82881,33,2,120,1,44.0000,44.0000,29.2000,60.0000
82882,34,2,51,1,7.6000,7.6000,6.3000,9.2000
82883,13,2,81,1,91.0000,91.0000,,
82884,21,2,72,1,75.8000,75.8000,60.8000,86.3000
82885,33,2,38,1,81.6000,81.6000,76.4000,85.8000
82886,29,2,62,1,2.3000,2.3000,1.2000,3.4000
82887,28,2,120,1,37.9000,37.9000,25.0000,52.8000
82888,21,2,49,1,10.4000,10.4000,7.8000,13.8000
82889,30,2,58,1,17.0000,17.0000,10.0000,27.5000
82890,28,2,142,1,33.9000,33.9000,27.2000,40.5000
82891,34,2,95,1,2.5000,2.5000,2.2000,2.9000
82892,34,2,82,1,8.9000,8.9000,7.5000,10.4000
82893,28,2,117,1,55.4000,55.4000,40.7000,69.3000
82894,33,2,174,1,40.0000,40.0000,26.9000,54.7000
82895,33,2,119,1,12.8000,12.8000,9.3000,17.4000
82896,34,2,97,1,3.2000,3.2000,2.5000,4.2000
82897,40,2,40,1,73.3000,73.3000,69.7000,76.6000
82898,30,2,70,1,11.0000,11.0000,6.4000,18.4000
82899,34,2,31,1,33.9000,33.9000,31.4000,36.5000
82900,28,2,185,1,79.8000,79.8000,69.2000,90.3000
82901,30,2,136,1,20.1000,20.1000,12.5000,30.7000
82902,30,2,81,1,223.0000,223.0000,,
82903,34,2,105,1,3.0000,3.0000,1.9000,4.4000
82904,13,2,94,1,9.5000,9.5000,3.3000,24.0000
82905,29,2,83,1,19.4000,19.4000,14.3000,25.6000
82906,21,2,106,1,34.0000,34.0000,20.2000,51.0000
82907,13,2,10,1,5.5000,5.5000,1.2000,21.0000
82908,40,2,62,1,2.4000,2.4000,1.9000,3.0000
82909,30,2,25,1,18.6000,18.6000,11.0000,29.6000
82910,34,2,12,1,95.9000,95.9000,88.2000,98.6000
82911,13,2,120,1,56.6000,56.6000,46.6000,66.0000
82912,34,2,1,1,19.4000,19.4000,15.4000,24.1000
82913,34,2,125,1,38.7000,38.7000,29.7000,48.5000
82914,13,2,103,1,11.1000,11.1000,6.5000,18.3000
82915,40,2,130,1,58.0000,58.0000,,
82916,21,2,203,1,14.9000,14.9000,9.6000,22.5000
82917,29,2,58,1,16.6000,16.6000,11.5000,23.3000
82918,40,2,51,1,6.0000,6.0000,4.5000,8.1000
82919,40,2,96,1,1.6000,1.6000,1.2000,2.0000
82920,30,2,105,1,3.7000,3.7000,2.4000,5.5000
82921,33,2,100,1,7.2000,7.2000,4.5000,11.3000
82922,11,2,76,1,56.2000,56.2000,35.2000,85.0000
82923,34,2,103,1,9.0000,9.0000,7.4000,10.9000
82924,34,2,160,1,11.7000,11.7000,10.1000,13.5000
82925,13,2,56,1,9.5000,9.5000,5.3000,16.3000
82926,34,2,56,1,16.7000,16.7000,14.9000,18.6000
82927,11,2,13,1,92.6000,92.6000,80.1000,97.5000
82928,13,2,201,1,14.5000,14.5000,11.6000,17.9000
82929,30,2,117,1,33.5000,33.5000,21.8000,47.7000
82930,29,2,122,1,3.6000,3.6000,2.5000,5.3000
82931,21,2,25,1,26.3000,26.3000,20.7000,32.8000
82932,21,2,50,1,14.7000,14.7000,10.3000,20.4000
82933,13,2,70,1,1.9000,1.9000,.2000,14.4000
82934,13,2,5,1,30.9000,30.9000,22.5000,41.5000
82935,47,2,80,1,37.7000,37.7000,29.1000,48.1000
82936,10,2,40,1,69.2000,69.2000,58.4000,78.3000
82937,12,2,138,1,.8000,.8000,.3000,1.9000
82938,4,2,50,1,10.5000,10.5000,7.8000,14.1000
82939,10,2,58,1,15.8000,15.8000,9.8000,24.5000
82940,4,2,5,1,31.9000,31.9000,27.5000,36.4000
82941,4,2,31,1,28.2000,28.2000,23.6000,33.3000
82942,4,2,113,1,7.4000,7.4000,5.1000,10.8000
82943,10,2,134,1,15.5000,15.5000,8.9000,25.5000
82944,36,2,155,1,9.6000,9.6000,5.4000,16.5000
82945,4,2,76,1,58.3000,58.3000,52.7000,63.9000
82946,36,2,172,1,10.9000,10.9000,6.8000,17.0000
82947,4,2,149,1,8.4000,8.4000,6.0000,11.7000
82948,10,2,116,1,45.4000,45.4000,35.1000,56.1000
82949,47,2,47,1,75.0000,75.0000,,
82950,36,2,26,1,77.6000,77.6000,69.6000,84.0000
82951,10,2,185,1,66.8000,66.8000,46.5000,92.9000
82952,10,2,120,1,52.0000,52.0000,40.2000,63.6000
82953,12,2,86,1,33.4000,33.4000,30.7000,36.2000
82954,5,2,10,1,5.4000,5.4000,3.8000,7.6000
82955,4,2,95,1,2.4000,2.4000,1.8000,3.0000
82956,36,2,186,1,29.7000,29.7000,21.6000,39.3000
82957,36,2,94,1,12.0000,12.0000,4.7000,27.5000
82958,47,2,201,1,16.1000,16.1000,11.5000,22.2000
82959,4,2,186,1,30.1000,30.1000,25.7000,34.9000
82960,36,2,104,1,9.2000,9.2000,4.9000,16.3000
82961,4,2,6,1,10.8000,10.8000,7.8000,14.7000
82962,5,2,138,1,.9000,.9000,.4000,2.0000
82963,47,2,81,1,65.0000,65.0000,,
82964,10,2,26,1,67.1000,67.1000,56.6000,76.1000
82965,4,2,115,1,72.4000,72.4000,56.8000,83.9000
82966,4,2,168,1,47.2000,47.2000,38.9000,55.7000
82967,10,2,201,1,18.7000,18.7000,13.8000,24.7000
82968,36,2,134,1,9.6000,9.6000,5.6000,15.8000
82969,10,2,81,1,20.0000,20.0000,,
82970,36,2,110,1,31.0000,31.0000,,
82971,10,2,172,1,14.5000,14.5000,8.8000,22.9000
82972,12,2,12,1,93.7000,93.7000,91.8000,95.2000
82973,5,2,203,1,9.9000,9.9000,7.7000,12.7000
82974,5,2,154,1,3.8000,3.8000,2.5000,5.7000
82975,10,2,31,1,24.0000,24.0000,15.2000,35.8000
82976,36,2,174,1,37.1000,37.1000,28.8000,46.3000
82977,10,2,186,1,29.2000,29.2000,19.5000,41.2000
82978,10,2,86,1,32.4000,32.4000,19.2000,49.2000
82979,36,2,25,1,11.1000,11.1000,6.7000,17.8000
82980,47,2,75,1,21.5000,21.5000,15.1000,29.6000
82981,47,2,76,1,43.6000,43.6000,34.3000,54.6000
82982,5,2,100,1,6.8000,6.8000,4.9000,9.3000
82983,12,2,40,1,76.2000,76.2000,74.5000,77.8000
82984,47,2,86,1,26.1000,26.1000,17.8000,36.5000
82985,12,2,100,1,6.5000,6.5000,3.8000,10.7000
82986,47,2,138,1,2.0000,2.0000,.2000,14.4000
82987,36,2,118,1,7.9000,7.9000,4.7000,12.9000
82988,36,2,62,1,2.1000,2.1000,1.2000,3.0000
82989,36,2,93,1,14.4000,14.4000,9.8000,20.5000
82990,47,2,185,1,93.2000,93.2000,72.6000,117.7000
82991,4,2,134,1,20.4000,20.4000,16.1000,25.4000
82992,4,2,185,1,65.8000,65.8000,59.4000,72.2000
82993,36,2,150,1,30.6000,30.6000,25.5000,35.6000
82994,36,2,58,1,13.8000,13.8000,9.5000,19.7000
82995,4,2,121,1,19.2000,19.2000,15.2000,24.0000
82996,10,2,131,1,49.7000,49.7000,39.8000,59.7000
82997,4,2,93,1,18.7000,18.7000,13.7000,24.9000
82998,36,2,138,1,1.4000,1.4000,.3000,6.7000
82999,36,2,55,1,8.9000,8.9000,5.1000,15.0000
83000,36,2,190,1,24.2000,24.2000,18.1000,31.7000
83001,47,2,108,1,29.0000,29.0000,21.6000,38.3000
83002,4,2,25,1,7.5000,7.5000,5.1000,11.0000
83003,4,2,62,1,2.3000,2.3000,1.7000,2.8000
83004,5,2,104,1,10.3000,10.3000,8.0000,13.2000
83005,4,2,152,1,1.4000,1.4000,1.0000,1.8000
83006,10,2,136,1,16.8000,16.8000,9.6000,27.7000
83007,4,2,56,1,13.4000,13.4000,10.2000,17.4000
83008,12,2,135,1,45.7000,45.7000,40.7000,50.8000
83009,4,2,29,1,5.0000,5.0000,3.1000,8.1000
83010,4,2,172,1,12.1000,12.1000,8.8000,16.2000
83011,4,2,199,1,92.9000,92.9000,89.8000,95.1000
83012,36,2,119,1,18.3000,18.3000,14.5000,22.9000
83013,36,2,167,1,115.0000,115.0000,,
83014,4,2,142,1,39.3000,39.3000,34.3000,44.3000
83015,36,2,86,1,27.6000,27.6000,15.1000,44.9000
83016,36,2,151,1,8.9000,8.9000,5.2000,14.8000
83017,5,2,140,1,12.9000,12.9000,10.5000,15.9000
83018,36,2,38,1,71.4000,71.4000,61.3000,79.8000
83019,12,2,104,1,13.5000,13.5000,10.3000,17.4000
83020,1,2,31,1,32.1000,32.1000,23.1000,42.7000
83021,53,2,145,1,35.0000,35.0000,,
83022,1,2,120,1,52.9000,52.9000,42.5000,63.1000
83023,1,2,6,1,18.6000,18.6000,11.3000,29.1000
83024,39,2,186,1,22.4000,22.4000,12.6000,36.7000
83025,53,2,40,1,80.6000,80.6000,69.0000,88.5000
83026,14,2,94,1,17.1000,17.1000,9.1000,29.8000
83027,39,2,65,1,45.4000,45.4000,31.1000,60.5000
83028,54,2,76,1,53.6000,53.6000,39.7000,70.9000
83029,1,2,168,1,48.2000,48.2000,33.7000,63.1000
83030,1,2,145,1,170.0000,170.0000,,
83031,54,2,142,1,34.7000,34.7000,22.2000,51.6000
83032,12,2,154,1,4.4000,4.4000,2.9000,6.7000
83033,42,2,78,1,48.7000,48.7000,36.4000,63.9000
83034,42,2,38,1,79.9000,79.9000,67.9000,88.3000
83035,53,2,12,1,95.9000,95.9000,93.3000,97.5000
83036,39,2,121,1,22.1000,22.1000,13.3000,34.4000
83037,1,2,149,1,7.0000,7.0000,4.0000,12.2000
83038,1,2,96,1,1.4000,1.4000,.6000,2.2000
83039,1,2,93,1,14.7000,14.7000,11.5000,18.4000
83040,39,2,120,1,42.8000,42.8000,28.8000,58.0000
83041,10,2,94,1,12.1000,12.1000,5.5000,24.5000
83042,4,2,105,1,4.7000,4.7000,3.2000,6.7000
83043,47,2,199,1,88.7000,88.7000,80.5000,93.8000
83044,47,2,94,1,22.3000,22.3000,14.4000,32.9000
83045,36,2,152,1,1.4000,1.4000,.6000,2.1000
83046,4,2,196,1,12.1000,12.1000,9.0000,16.1000
83047,36,2,168,1,53.1000,53.1000,42.7000,63.3000
83048,36,2,95,1,2.6000,2.6000,1.3000,3.9000
83049,42,2,47,1,259.0000,259.0000,,
83050,53,2,172,1,13.7000,13.7000,7.7000,23.1000
83051,53,2,47,1,99.0000,99.0000,,
83052,1,2,167,1,278.0000,278.0000,,
83053,12,2,150,1,47.8000,47.8000,46.8000,48.8000
83054,39,2,199,1,94.5000,94.5000,74.7000,99.0000
83055,42,2,13,1,99.2000,99.2000,94.7000,99.9000
83056,14,2,12,1,89.0000,89.0000,76.2000,95.3000
83057,53,2,167,1,73.0000,73.0000,,
83058,39,2,70,1,15.8000,15.8000,8.5000,27.5000
83059,31,2,100,1,8.2000,8.2000,2.7000,22.4000
83060,42,2,53,1,10.6000,10.6000,5.9000,18.1000
83061,12,2,110,1,1666.0000,1666.0000,,
83062,39,2,188,1,22.2000,22.2000,12.5000,36.5000
83063,39,2,47,1,22.0000,22.0000,,
83064,12,2,108,1,49.1000,49.1000,48.1000,50.1000
83065,39,2,185,1,87.3000,87.3000,53.3000,134.9000
83066,2,7,111,9,44.4000,44.4000,34.5000,54.9000
83067,9,7,147,9,21.4000,21.4000,13.9000,31.5000
83068,9,7,79,9,12.4000,12.4000,10.1000,15.2000
83069,44,7,193,9,23.5000,23.5000,16.7000,32.0000
83070,44,7,148,9,13.6000,13.6000,7.4000,23.7000
83071,34,7,148,1,5.2000,5.2000,3.9000,6.8000
83072,34,7,193,1,16.9000,16.9000,15.0000,19.0000
83073,42,2,138,1,.0000,.0000,.0000,.0000
83074,12,2,158,1,3.0000,3.0000,2.4000,3.5000
83075,54,2,80,1,28.5000,28.5000,18.6000,41.7000
83076,31,2,203,1,6.4000,6.4000,2.0000,18.7000
83077,53,2,186,1,22.2000,22.2000,13.2000,35.0000
83078,42,2,116,1,38.4000,38.4000,29.2000,48.5000
83079,1,2,62,1,2.0000,2.0000,1.0000,3.0000
83080,12,2,89,1,.7000,.7000,.6000,.8000
83081,53,2,152,1,1.3000,1.3000,.6000,2.0000
83082,42,2,133,1,6.4000,6.4000,3.2000,12.5000
83083,14,2,13,1,84.8000,84.8000,70.5000,92.8000
83084,39,2,100,1,8.3000,8.3000,1.8000,30.8000
83085,1,2,142,1,45.9000,45.9000,41.7000,50.1000
